tag,n,d,metric,filter,sel_target,sel_actual,cand,baseline,graph,mode,M,gamma,M_beta,ef,k,recall,qps,p50_us,p95_us,p99_us,max_us,mean_us,ndis,nodes_visited,first_hop,second_hop,sel_checks,accepted,rejected,hops,results_returned,build_ms,graph_bytes,avg_deg0,max_deg0
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,250,10,0.8780,1645.2,426.92,1351.75,1523.92,1558.04,607.83,2011,1860,6469,41155,47626,22782,24843,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,250,10,0.7010,3806.0,262.62,299.50,354.21,400.42,262.74,2102,2102,2102,0,2102,0,0,255,8,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,250,10,0.9700,1315.5,501.04,1604.12,1816.58,1896.83,760.17,2440,2233,9004,70045,79050,35673,43377,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,250,10,0.4810,3244.7,310.08,434.00,459.92,521.96,308.19,1625,1548,5780,5736,11517,9276,2241,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,250,10,0.5910,2981.3,317.92,581.62,605.83,686.83,335.42,1697,1618,5749,6946,12697,9338,3359,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,250,10,0.6210,3145.4,312.92,431.79,469.04,556.46,317.92,1703,1621,5593,6239,11833,9078,2755,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,250,10,0.6040,3011.4,319.71,463.46,496.83,661.17,332.07,1727,1648,5682,7230,12914,9272,3641,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,500,10,0.6990,2041.8,484.12,612.46,618.75,1104.88,489.77,2087,2087,2087,0,2087,0,0,513,7,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,500,10,0.8400,1174.2,619.54,1611.54,1713.92,1845.33,851.62,2053,1937,10947,47968,58917,29922,28994,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,500,10,0.7020,2061.3,487.79,546.21,619.33,620.17,485.13,2074,2074,2074,0,2074,0,0,507,7,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,500,10,0.9000,956.4,636.58,2327.62,2604.42,3802.75,1045.55,2140,1989,14507,81501,96010,45269,50740,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,500,10,0.7050,2009.1,496.42,583.92,650.08,677.38,497.74,2169,2169,2169,0,2169,0,0,505,9,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,500,10,0.9710,730.7,874.67,3096.62,3266.71,3272.04,1368.46,2691,2483,18174,126458,144633,65157,79476,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,500,10,0.4910,1685.2,580.67,847.83,875.79,882.88,593.41,1872,1796,11535,10766,22302,17662,4640,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,500,10,0.6120,1545.2,602.33,987.71,1044.25,1124.38,647.18,1969,1889,11888,13614,25503,18398,7105,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,500,10,0.6330,1578.1,594.00,882.29,1079.42,1103.88,633.69,2020,1938,11871,12077,23949,18253,5696,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,500,10,0.6340,1554.5,600.00,913.96,1034.29,1310.08,643.28,1983,1903,11825,13784,25611,18258,7353,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,F_exact,exact,EXACT,16,0,0,0,100,1.0000,227.4,4390.62,4522.25,4565.75,4624.75,4397.52,50000,0,0,0,100000,0,0,0,100,0.0,0,0.0,0
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,50,100,0.4924,11281.4,88.88,105.08,142.50,177.29,88.64,1038,1038,1038,0,1038,0,0,59,60,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,50,100,0.5989,6959.4,134.33,225.67,255.04,311.75,143.69,1166,1050,471,3715,4187,2345,1842,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,50,100,0.5368,10198.4,100.00,114.17,123.17,179.00,98.05,1209,1209,1209,0,1209,0,0,57,61,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,50,100,0.7293,5201.6,163.50,378.17,481.00,482.83,192.25,1424,1273,706,7805,8513,3994,4518,0,99,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,50,100,0.5609,9298.2,108.71,129.08,179.67,191.75,107.55,1433,1433,1433,0,1433,0,0,56,61,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,50,100,0.8149,3854.2,226.50,435.62,453.42,499.79,259.46,1796,1588,1190,15616,16808,7328,9480,0,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,50,100,0.3387,10012.2,95.79,147.83,188.33,202.83,99.88,858,782,1187,1037,2226,1849,376,0,99,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,50,100,0.4178,9123.9,104.21,148.88,226.12,242.08,109.60,895,816,1184,1140,2326,1861,465,0,100,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,50,100,0.4459,9368.5,110.21,146.08,184.58,186.88,106.74,892,810,1184,1256,2441,1834,607,0,100,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,50,100,0.4533,9330.2,101.83,168.92,230.00,230.67,107.18,899,819,1214,1533,2748,1871,876,0,100,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,100,100,0.5715,7657.7,130.08,159.83,182.17,215.88,130.59,1461,1461,1461,0,1461,0,0,108,60,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,100,100,0.7504,4391.0,199.38,379.17,520.67,643.29,227.74,1550,1434,1193,8908,10102,5234,4867,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,100,100,0.6003,7129.0,142.04,165.46,227.12,246.83,140.27,1631,1631,1631,0,1631,0,0,107,62,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,100,100,0.8650,3398.9,224.71,579.17,798.25,798.33,294.21,1771,1619,1854,17321,19177,8816,10360,0,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,100,100,0.6067,6709.8,149.58,190.42,236.00,248.42,149.04,1814,1814,1814,0,1814,0,0,106,62,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,100,100,0.9449,2446.5,319.71,743.96,817.58,955.54,408.75,2154,1946,3124,32081,35206,15582,19624,0,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,100,100,0.4250,6589.3,151.88,213.29,245.67,256.21,151.76,1188,1111,2296,2206,4504,3662,842,0,100,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,100,100,0.5146,6158.6,158.08,250.38,301.46,313.50,162.38,1230,1151,2294,2557,4852,3705,1146,0,100,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,100,100,0.5501,6188.0,162.96,235.00,305.42,344.88,161.60,1239,1157,2246,2491,4739,3613,1125,0,100,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,100,100,0.5490,6185.9,159.50,242.67,283.42,304.92,161.66,1224,1145,2261,2894,5156,3615,1541,0,100,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,250,100,0.6052,3882.1,256.58,299.58,378.29,378.96,257.59,1920,1920,1920,0,1920,0,0,258,61,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,250,100,0.8550,2124.6,367.38,849.42,985.21,1030.54,470.67,1913,1797,4664,25053,29719,15148,14570,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,250,100,0.6195,3754.0,266.58,301.38,383.50,402.08,266.38,1994,1994,1994,0,1994,0,0,257,62,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,250,100,0.9229,1721.9,403.96,1220.42,1497.71,1530.17,580.75,2011,1860,6469,41155,47626,22782,24843,0,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,250,100,0.6221,3691.2,274.42,317.25,352.38,411.96,270.91,2102,2102,2102,0,2102,0,0,255,64,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,250,100,0.9860,1278.3,534.17,1637.58,1727.96,2053.79,782.26,2440,2233,9004,70045,79050,35673,43377,0,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,250,100,0.4840,3133.7,321.04,440.38,475.75,565.21,319.11,1625,1548,5780,5736,11517,9276,2241,0,100,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,250,100,0.6015,2861.4,332.46,556.17,599.46,604.79,349.48,1697,1618,5749,6946,12697,9338,3359,0,100,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,250,100,0.6334,3011.5,326.33,456.00,486.25,546.29,332.06,1703,1621,5593,6239,11833,9078,2755,0,100,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,250,100,0.6398,2910.2,330.38,514.12,542.29,558.92,343.62,1727,1648,5682,7230,12914,9272,3641,0,100,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,500,100,0.6198,2005.7,496.88,575.25,700.62,1049.04,498.58,2087,2087,2087,0,2087,0,0,513,62,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,500,100,0.8623,1146.4,644.38,1637.33,1703.54,2053.71,872.32,2053,1937,10947,47968,58917,29922,28994,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,500,100,0.6229,2005.4,501.83,589.79,647.12,648.71,498.66,2074,2074,2074,0,2074,0,0,507,63,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,500,100,0.9464,933.0,649.12,2357.96,2559.46,4108.17,1071.79,2140,1989,14507,81501,96010,45269,50740,0,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,500,100,0.6257,1934.8,512.46,571.17,667.83,686.46,516.86,2169,2169,2169,0,2169,0,0,505,67,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,500,100,0.9893,731.3,805.58,3025.46,3239.12,3298.25,1367.39,2691,2483,18174,126458,144633,65157,79476,0,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,500,100,0.4964,1628.8,602.33,869.21,921.67,973.08,613.93,1872,1796,11535,10766,22302,17662,4640,0,100,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,500,100,0.6244,1486.0,621.96,1023.46,1103.08,1143.29,672.93,1969,1889,11888,13614,25503,18398,7105,0,100,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,500,100,0.6509,1537.2,620.79,872.00,1049.42,1064.88,650.52,2020,1938,11871,12077,23949,18253,5696,0,100,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,500,100,0.6781,1513.3,610.62,946.46,1076.17,1243.08,660.82,1983,1903,11825,13784,25611,18258,7353,0,100,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,F_exact,exact,EXACT,16,0,0,0,10,1.0000,436.8,2300.33,2402.79,2450.29,2460.79,2289.16,25000,0,0,0,100000,0,0,0,10,0.0,0,0.0,0
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,50,10,0.4260,15085.9,67.42,77.67,92.00,120.54,66.29,1037,1037,1037,0,1037,0,0,59,4,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,50,10,0.4850,8728.8,94.42,259.92,311.54,331.88,114.56,1073,954,536,6094,6632,2210,4422,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,50,10,0.4480,12423.3,80.75,90.25,114.29,154.50,80.49,1209,1209,1209,0,1209,0,0,57,4,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,50,10,0.6980,5704.7,144.38,321.92,423.17,454.96,175.29,1055,935,926,18268,19196,3780,15416,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,50,10,0.4560,11341.4,88.83,104.29,136.71,161.08,88.17,1433,1433,1433,0,1433,0,0,56,5,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large48_acorn1,large,ACORN,48,1,96,50,10,0.7220,3859.3,227.71,479.04,706.33,921.67,259.12,1629,1398,1388,28361,29751,7402,22348,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g4,acorn,ACORN,16,4,16,50,10,0.1970,15440.7,60.33,100.38,107.75,107.83,64.76,891,817,1136,780,1917,1820,96,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g8,acorn,ACORN,16,8,16,50,10,0.2070,14531.8,63.21,107.46,142.88,144.08,68.81,879,802,1156,865,2023,1809,214,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g16,acorn,ACORN,16,16,16,50,10,0.2010,14056.4,64.92,106.88,149.00,165.38,71.14,890,813,1204,1139,2345,1847,497,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g32,acorn,ACORN,16,32,16,50,10,0.2820,13108.4,69.58,132.67,169.71,188.75,76.29,810,732,1283,1542,2826,1814,1012,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,100,10,0.4650,8160.5,121.88,147.42,204.96,250.54,122.54,1461,1461,1461,0,1461,0,0,108,5,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,100,10,0.6030,4770.0,181.12,433.79,530.88,573.92,209.65,1429,1309,1314,13474,14790,5041,9749,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,100,10,0.4750,7728.9,130.08,149.12,167.00,220.12,129.38,1631,1631,1631,0,1631,0,0,107,4,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,100,10,0.7620,3332.7,242.75,529.67,651.08,753.33,300.06,1320,1200,2118,34880,37000,8358,28642,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,100,10,0.4760,7375.4,137.88,153.17,157.54,259.04,135.58,1814,1814,1814,0,1814,0,0,106,5,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large48_acorn1,large,ACORN,48,1,96,100,10,0.7830,2175.2,414.21,866.88,1041.38,1045.54,459.72,1865,1633,3297,57765,61063,15746,45317,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g4,acorn,ACORN,16,4,16,100,10,0.2260,8429.5,108.21,178.33,229.25,277.62,118.63,1259,1185,2189,1576,3767,3631,135,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g8,acorn,ACORN,16,8,16,100,10,0.2420,8545.9,108.83,171.50,206.42,244.58,117.02,1216,1139,2173,1705,3880,3537,342,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g16,acorn,ACORN,16,16,16,100,10,0.2420,8178.6,110.50,189.33,250.75,288.83,122.27,1215,1138,2223,2211,4435,3560,874,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g32,acorn,ACORN,16,32,16,100,10,0.3450,7115.6,129.17,224.67,285.62,362.54,140.54,1219,1142,2502,3141,5644,3768,1875,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,250,10,0.4760,4030.2,249.17,289.54,387.79,394.88,248.13,1920,1920,1920,0,1920,0,0,258,5,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,250,10,0.6930,2158.1,351.33,883.21,1047.38,1327.04,463.38,1882,1763,4631,31294,35927,14909,21018,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,250,10,0.4760,3909.0,257.00,293.54,393.50,420.12,255.82,1994,1994,1994,0,1994,0,0,257,5,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,250,10,0.7940,1617.4,578.04,1063.42,1249.58,1288.67,618.29,1801,1681,6335,64190,70526,22836,47690,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,250,10,0.4870,3883.1,259.92,298.67,368.33,375.62,257.53,2102,2102,2102,0,2102,0,0,255,6,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large48_acorn1,large,ACORN,48,1,96,250,10,0.8150,1097.4,952.96,1733.21,1913.62,2024.17,911.21,2319,2087,8642,112111,120755,37482,83272,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g4,acorn,ACORN,16,4,16,250,10,0.2600,3722.2,250.38,368.17,739.83,850.38,268.66,1790,1715,5495,3801,9298,8957,340,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g8,acorn,ACORN,16,8,16,250,10,0.2660,3835.0,248.25,353.79,495.83,558.29,260.76,1712,1634,5432,4059,9493,8753,739,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g16,acorn,ACORN,16,16,16,250,10,0.2840,3656.1,254.33,423.75,544.04,669.54,273.52,1732,1654,5507,5487,10995,8720,2274,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g32,acorn,ACORN,16,32,16,250,10,0.3940,3381.1,271.67,524.21,697.67,719.33,295.77,1716,1638,5772,6399,12172,9067,3105,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,500,10,0.4820,2047.9,481.83,576.29,638.54,1043.88,488.31,2087,2087,2087,0,2087,0,0,513,5,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,500,10,0.7170,1160.5,656.21,1513.71,1831.67,2324.00,861.72,2018,1898,10871,55196,66069,30483,35585,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,500,10,0.4820,2026.4,492.33,552.00,658.17,695.88,493.48,2074,2074,2074,0,2074,0,0,507,5,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,500,10,0.8200,871.4,989.71,2141.54,2290.79,2307.92,1147.63,2020,1901,14162,107820,121984,48821,73163,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,500,10,0.4920,2000.3,502.92,569.62,652.00,667.25,499.93,2169,2169,2169,0,2169,0,0,505,7,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large48_acorn1,large,ACORN,48,1,96,500,10,0.8460,615.5,1497.58,3146.04,3402.62,3491.54,1624.73,2690,2458,18007,183119,201127,72896,128231,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g4,acorn,ACORN,16,4,16,500,10,0.2970,1793.7,506.92,748.62,1336.33,1419.04,557.51,2166,2091,11626,7321,18948,17597,1351,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g8,acorn,ACORN,16,8,16,500,10,0.2940,1885.1,506.12,720.25,842.92,901.08,530.47,2045,1968,11364,6937,18302,16844,1457,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g16,acorn,ACORN,16,16,16,500,10,0.2990,1851.2,504.83,771.00,876.00,1414.62,540.20,2074,1997,11484,8670,20156,16925,3231,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,C_acorn_g32,acorn,ACORN,16,32,16,500,10,0.4350,1722.2,545.46,952.83,1258.12,1284.12,580.67,1962,1884,11479,11353,22833,17247,5586,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,F_exact,exact,EXACT,16,0,0,0,100,1.0000,436.7,2294.17,2382.21,2422.04,2450.62,2289.84,25000,0,0,0,100000,0,0,0,100,0.0,0,0.0,0
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,50,100,0.3380,11897.2,82.21,105.17,133.12,155.75,84.05,1038,1038,1038,0,1038,0,0,59,41,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,50,100,0.4981,7382.7,114.62,270.96,340.00,361.62,135.45,1073,954,536,6094,6632,2210,4422,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,50,100,0.3706,10437.4,93.71,120.62,149.83,150.04,95.81,1209,1209,1209,0,1209,0,0,57,42,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,50,100,0.7101,5029.4,165.88,373.42,416.83,428.17,198.83,1055,935,926,18268,19196,3780,15416,0,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,correlated,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,50,100,0.3962,9696.7,102.17,124.25,136.50,172.71,103.13,1433,1433,1433,0,1433,0,0,56,44,9627.1,39618184,35.7,96
