tag,n,d,metric,filter,sel_target,sel_actual,cand,baseline,graph,mode,M,gamma,M_beta,ef,k,recall,qps,p50_us,p95_us,p99_us,max_us,mean_us,ndis,nodes_visited,first_hop,second_hop,sel_checks,accepted,rejected,hops,results_returned,build_ms,graph_bytes,avg_deg0,max_deg0
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,B_std_acorn1,std,ACORN,16,1,32,50,100,0.3628,4853.9,186.79,327.21,396.58,400.12,206.02,212,125,1475,37986,39463,3097,36365,0,97,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,D_large24_standard,large,STANDARD,24,1,48,50,100,0.6083,4543.9,221.62,237.71,297.29,304.71,220.07,1324,1324,1324,0,1324,0,0,58,63,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,E_large24_acorn1,large,ACORN,24,1,48,50,100,0.6359,3357.4,291.17,381.62,565.88,573.38,297.85,215,112,1848,62299,64149,4687,59461,0,96,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,D_large48_standard,large,STANDARD,48,1,96,50,100,0.7092,3992.1,253.33,267.08,272.54,272.71,250.49,1587,1587,1587,0,1587,0,0,56,73,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,E_large48_acorn1,large,ACORN,48,1,96,50,100,0.7394,2104.0,458.54,630.25,725.54,777.62,475.28,344,146,2479,114124,116605,8195,108409,0,99,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g4,acorn,ACORN,16,4,16,50,100,0.2724,11733.0,77.67,148.58,167.21,182.25,85.23,110,93,1546,9624,11172,977,10194,0,87,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g8,acorn,ACORN,16,8,16,50,100,0.4349,10763.2,83.29,152.33,179.79,194.54,92.91,128,95,1795,9391,11187,974,10213,0,91,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g16,acorn,ACORN,16,16,16,50,100,0.6287,9297.2,96.42,166.12,181.46,207.96,107.56,156,97,2283,9753,12037,1011,11026,0,92,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g32,acorn,ACORN,16,32,16,50,100,0.5083,10016.9,92.42,159.54,175.33,189.62,99.83,158,92,2255,9493,11749,991,10758,0,89,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,A_std_standard,std,STANDARD,16,1,32,100,100,0.6975,3740.6,270.42,286.88,295.83,299.88,267.33,1503,1503,1503,0,1503,0,0,109,72,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,B_std_acorn1,std,ACORN,16,1,32,100,100,0.3655,2944.3,315.29,475.25,507.00,567.17,339.64,248,161,2759,72106,74867,5814,69053,0,99,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,D_large24_standard,large,STANDARD,24,1,48,100,100,0.8051,3336.5,301.62,320.29,378.75,386.46,299.72,1730,1730,1730,0,1730,0,0,107,83,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,E_large24_acorn1,large,ACORN,24,1,48,100,100,0.6456,2055.7,481.46,613.96,652.92,718.04,486.46,249,146,3342,114130,117474,8559,108915,0,97,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,D_large48_standard,large,STANDARD,48,1,96,100,100,0.8706,3084.6,329.08,345.54,350.12,356.58,324.19,1932,1932,1932,0,1932,0,0,106,90,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,E_large48_acorn1,large,ACORN,48,1,96,100,100,0.7886,1214.7,775.75,1066.46,1483.04,1953.62,823.25,413,216,4618,215320,219940,15482,204458,0,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g4,acorn,ACORN,16,4,16,100,100,0.2847,7519.5,121.88,230.67,323.21,390.54,132.99,128,112,2622,17651,20274,1774,18500,0,91,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g8,acorn,ACORN,16,8,16,100,100,0.4691,6951.6,131.29,242.83,258.83,301.33,143.85,148,115,2931,17685,20617,1785,18832,0,95,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g16,acorn,ACORN,16,16,16,100,100,0.6618,6122.9,144.75,255.29,261.50,346.08,163.32,178,119,3428,18130,21560,1810,19749,0,97,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g32,acorn,ACORN,16,32,16,100,100,0.5524,6169.5,151.12,254.42,268.17,305.42,162.09,195,130,3418,18051,21471,1829,19641,0,94,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,A_std_standard,std,STANDARD,16,1,32,250,100,0.8965,2292.1,442.83,463.54,480.08,483.08,436.28,1924,1924,1924,0,1924,0,0,259,92,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,B_std_acorn1,std,ACORN,16,1,32,250,100,0.4162,1350.9,793.67,1161.42,1398.38,1610.75,740.25,413,325,6098,160325,166425,12889,153536,0,99,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,D_large24_standard,large,STANDARD,24,1,48,250,100,0.9408,2169.8,466.00,495.96,548.42,554.04,460.88,2038,2038,2038,0,2038,0,0,257,95,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,E_large24_acorn1,large,ACORN,24,1,48,250,100,0.6680,883.6,1194.62,1565.67,1908.08,1908.58,1131.71,446,342,7918,272183,280103,20385,259717,0,97,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,D_large48_standard,large,STANDARD,48,1,96,250,100,0.9591,2156.9,469.96,488.71,507.00,507.42,463.63,2136,2136,2136,0,2136,0,0,255,96,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,E_large48_acorn1,large,ACORN,48,1,96,250,100,0.8988,514.3,1828.75,2714.04,3087.75,3567.38,1944.30,706,508,11101,521779,532881,37054,495827,0,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g4,acorn,ACORN,16,4,16,250,100,0.3152,4185.7,286.46,470.04,544.29,690.25,238.91,205,189,4528,31883,36413,3194,33218,0,91,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g8,acorn,ACORN,16,8,16,250,100,0.4731,3728.8,307.17,450.04,603.58,610.79,268.18,253,220,5253,35002,40257,3454,36803,0,95,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g16,acorn,ACORN,16,16,16,250,100,0.6805,3472.7,292.25,512.29,636.29,672.29,287.96,275,216,5569,33962,39533,3282,36251,0,97,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g32,acorn,ACORN,16,32,16,250,100,0.5926,3050.8,340.00,562.58,803.83,865.88,327.79,327,261,6310,39508,45819,3899,41920,0,94,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,A_std_standard,std,STANDARD,16,1,32,500,100,0.9525,1485.4,676.21,719.62,732.67,741.79,673.24,2056,2056,2056,0,2056,0,0,509,96,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,B_std_acorn1,std,ACORN,16,1,32,500,100,0.4778,716.0,1581.12,2387.04,2523.46,2612.54,1396.67,652,564,11460,302630,314092,24196,289895,0,99,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,D_large24_standard,large,STANDARD,24,1,48,500,100,0.9650,1444.4,700.96,737.38,775.62,816.12,692.31,2097,2097,2097,0,2097,0,0,507,96,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,E_large24_acorn1,large,ACORN,24,1,48,500,100,0.6862,471.0,2365.83,2981.42,3463.79,3475.71,2123.08,716,613,15019,518256,533277,38699,494577,0,97,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,D_large48_standard,large,STANDARD,48,1,96,500,100,0.9684,1452.3,693.12,722.46,742.96,755.79,688.58,2175,2175,2175,0,2175,0,0,505,97,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,E_large48_acorn1,large,ACORN,48,1,96,500,100,0.9688,262.2,3653.46,5175.79,5712.96,6396.46,3814.11,1092,894,21842,1028154,1049997,72443,977554,0,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g4,acorn,ACORN,16,4,16,500,100,0.3159,3114.7,331.21,770.42,1090.50,1209.08,321.06,247,231,5922,42072,47996,4208,43787,0,91,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g8,acorn,ACORN,16,8,16,500,100,0.4731,2486.8,337.83,719.25,766.75,768.21,402.12,353,320,7652,52930,60584,5256,55327,0,95,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g16,acorn,ACORN,16,16,16,500,100,0.6909,2041.9,299.92,1011.67,1118.62,1280.54,489.74,432,373,9054,60202,69257,5727,63529,0,97,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0500,0.0500,5000,C_acorn_g32,acorn,ACORN,16,32,16,500,100,0.6198,1666.8,706.54,1085.17,1237.00,1259.50,599.95,544,479,10749,72485,83236,7081,76154,0,94,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,F_exact,exact,EXACT,16,0,0,0,10,1.0000,2738.8,364.75,368.58,371.79,375.92,365.13,2000,0,0,0,100000,0,0,0,10,0.0,0,0.0,0
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,A_std_standard,std,STANDARD,16,1,32,50,10,0.6600,5804.0,174.00,188.50,192.00,195.58,172.30,1084,1084,1084,0,1084,0,0,60,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,B_std_acorn1,std,ACORN,16,1,32,50,10,0.0910,8773.7,113.12,132.58,162.96,190.50,113.98,82,45,1182,31517,32701,1502,31198,0,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large24_standard,large,STANDARD,24,1,48,50,10,0.7270,4872.4,206.62,222.96,274.33,281.29,205.24,1324,1324,1324,0,1324,0,0,58,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large24_acorn1,large,ACORN,24,1,48,50,10,0.1300,4770.9,187.50,337.25,421.54,432.33,209.60,125,63,1596,55924,57522,2462,55059,0,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large48_standard,large,STANDARD,48,1,96,50,10,0.8360,4256.0,237.04,250.83,254.67,256.17,234.96,1587,1587,1587,0,1587,0,0,56,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large48_acorn1,large,ACORN,48,1,96,50,10,0.8000,2192.4,424.58,726.67,815.12,895.96,456.12,175,109,2509,120489,123000,4770,118230,0,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g4,acorn,ACORN,16,4,16,50,10,0.0150,40883.0,25.54,27.17,36.96,37.38,24.46,32,27,965,4996,5962,312,5649,0,10,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g8,acorn,ACORN,16,8,16,50,10,0.0190,28560.6,34.88,36.29,38.33,40.58,35.01,46,38,1410,7624,9036,450,8585,0,10,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g16,acorn,ACORN,16,16,16,50,10,0.2580,19547.5,42.58,94.08,134.79,139.46,51.16,58,41,2025,7406,9433,469,8964,0,10,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g32,acorn,ACORN,16,32,16,50,10,0.4020,15922.6,50.08,142.54,148.62,153.00,62.80,73,40,2857,7393,10252,497,9754,0,9,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,A_std_standard,std,STANDARD,16,1,32,100,10,0.8530,3837.0,263.50,280.75,289.79,293.54,260.62,1503,1503,1503,0,1503,0,0,109,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,B_std_acorn1,std,ACORN,16,1,32,100,10,0.0910,8811.2,112.08,133.17,158.62,181.88,113.49,82,45,1182,31517,32701,1502,31198,0,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large24_standard,large,STANDARD,24,1,48,100,10,0.9230,3407.6,297.17,314.25,371.54,376.46,293.46,1730,1730,1730,0,1730,0,0,107,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large24_acorn1,large,ACORN,24,1,48,100,10,0.1300,3469.1,189.54,575.83,654.38,654.67,288.26,141,78,2183,76939,79124,3385,75738,0,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large48_standard,large,STANDARD,48,1,96,100,10,0.9480,3152.4,321.79,340.50,348.67,353.50,317.22,1932,1932,1932,0,1932,0,0,106,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large48_acorn1,large,ACORN,48,1,96,100,10,0.8300,1337.8,750.00,940.08,1017.58,1078.71,747.52,228,162,4262,206163,210426,8234,202191,0,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g4,acorn,ACORN,16,4,16,100,10,0.0150,40895.7,25.54,28.00,37.21,37.62,24.45,32,27,965,4996,5962,312,5649,0,10,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g8,acorn,ACORN,16,8,16,100,10,0.0190,28602.4,34.83,36.25,37.71,37.75,34.96,46,38,1410,7624,9036,450,8585,0,10,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g16,acorn,ACORN,16,16,16,100,10,0.2580,16854.7,43.96,119.71,150.54,154.33,59.33,65,48,2211,8789,11001,559,10442,0,10,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g32,acorn,ACORN,16,32,16,100,10,0.4020,13722.8,50.75,188.38,241.88,246.46,72.87,78,46,3031,8795,11828,585,11243,0,9,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,A_std_standard,std,STANDARD,16,1,32,250,10,0.9760,2304.3,440.38,463.33,479.46,484.88,433.96,1924,1924,1924,0,1924,0,0,259,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,B_std_acorn1,std,ACORN,16,1,32,250,10,0.0910,9045.5,108.88,130.92,155.08,183.42,110.55,82,45,1182,31517,32701,1502,31198,0,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large24_standard,large,STANDARD,24,1,48,250,10,0.9890,2221.8,455.79,485.46,534.96,548.67,450.08,2038,2038,2038,0,2038,0,0,257,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large24_acorn1,large,ACORN,24,1,48,250,10,0.1500,2025.3,190.29,1266.71,1412.00,1495.42,493.76,188,125,3734,132518,136254,5826,130428,0,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large48_standard,large,STANDARD,48,1,96,250,10,0.9980,2197.0,460.83,479.12,497.04,503.29,455.16,2136,2136,2136,0,2136,0,0,255,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large48_acorn1,large,ACORN,48,1,96,250,10,0.8600,563.3,1804.88,2234.42,3006.62,3094.25,1775.12,430,364,10399,505587,515988,20101,495886,0,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g4,acorn,ACORN,16,4,16,250,10,0.0150,40355.1,25.75,30.75,37.75,38.54,24.78,32,27,965,4996,5962,312,5649,0,10,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g8,acorn,ACORN,16,8,16,250,10,0.0190,28429.0,35.08,36.71,37.46,38.33,35.18,46,38,1410,7624,9036,450,8585,0,10,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g16,acorn,ACORN,16,16,16,250,10,0.2580,15491.0,45.00,148.54,156.46,167.12,64.55,66,49,2296,9453,11750,605,11145,0,10,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g32,acorn,ACORN,16,32,16,250,10,0.4020,11923.5,52.58,264.88,360.17,399.83,83.87,83,51,3177,10001,13179,660,12519,0,9,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,A_std_standard,std,STANDARD,16,1,32,500,10,0.9930,1503.2,670.92,709.33,735.00,736.25,665.23,2056,2056,2056,0,2056,0,0,509,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,B_std_acorn1,std,ACORN,16,1,32,500,10,0.0910,8752.1,112.96,133.17,148.21,181.04,114.26,82,45,1182,31517,32701,1502,31198,0,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large24_standard,large,STANDARD,24,1,48,500,10,0.9990,1484.1,681.62,722.62,757.79,791.33,673.79,2097,2097,2097,0,2097,0,0,507,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large24_acorn1,large,ACORN,24,1,48,500,10,0.1500,1391.3,189.62,2279.25,2457.67,2672.17,718.77,232,169,5448,193844,199293,8529,190764,0,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large48_standard,large,STANDARD,48,1,96,500,10,1.0000,1457.0,693.83,727.75,739.92,748.67,686.33,2175,2175,2175,0,2175,0,0,505,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large48_acorn1,large,ACORN,48,1,96,500,10,0.9100,295.6,3517.38,4152.00,4766.92,5105.58,3382.68,688,622,19952,970270,990224,38422,951801,0,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g4,acorn,ACORN,16,4,16,500,10,0.0150,40481.1,25.58,30.75,38.08,38.38,24.70,32,27,965,4996,5962,312,5649,0,10,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g8,acorn,ACORN,16,8,16,500,10,0.0190,28395.7,35.17,36.58,37.17,38.21,35.22,46,38,1410,7624,9036,450,8585,0,10,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g16,acorn,ACORN,16,16,16,500,10,0.2580,15569.8,45.04,149.83,158.25,167.54,64.23,66,49,2296,9453,11750,605,11145,0,10,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g32,acorn,ACORN,16,32,16,500,10,0.4020,12111.0,52.17,267.29,309.21,406.04,82.57,83,51,3177,10001,13179,660,12519,0,9,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,F_exact,exact,EXACT,16,0,0,0,100,1.0000,2757.2,362.33,366.50,370.75,370.79,362.69,2000,0,0,0,100000,0,0,0,100,0.0,0,0.0,0
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,A_std_standard,std,STANDARD,16,1,32,50,100,0.2037,5452.7,184.75,199.71,203.12,204.88,183.40,1084,1084,1084,0,1084,0,0,60,20,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,B_std_acorn1,std,ACORN,16,1,32,50,100,0.0698,8718.4,113.00,134.88,163.21,183.33,114.70,82,45,1182,31517,32701,1502,31198,0,45,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large24_standard,large,STANDARD,24,1,48,50,100,0.2410,4608.5,217.62,232.83,293.96,301.33,216.99,1324,1324,1324,0,1324,0,0,58,24,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large24_acorn1,large,ACORN,24,1,48,50,100,0.1209,4714.8,188.46,337.96,426.79,437.25,212.10,125,63,1596,55924,57522,2462,55059,0,59,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large48_standard,large,STANDARD,48,1,96,50,100,0.2903,4050.9,249.29,263.92,269.92,270.88,246.86,1587,1587,1587,0,1587,0,0,56,29,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large48_acorn1,large,ACORN,48,1,96,50,100,0.6103,2184.3,424.79,728.58,817.71,895.75,457.82,175,109,2509,120489,123000,4770,118230,0,90,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g4,acorn,ACORN,16,4,16,50,100,0.0199,40480.4,25.58,27.25,38.67,38.75,24.70,32,27,965,4996,5962,312,5649,0,27,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g8,acorn,ACORN,16,8,16,50,100,0.0255,28025.9,35.50,36.62,39.12,41.25,35.68,46,38,1410,7624,9036,450,8585,0,38,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g16,acorn,ACORN,16,16,16,50,100,0.1819,19254.2,43.08,96.46,134.83,141.38,51.94,58,41,2025,7406,9433,469,8964,0,41,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g32,acorn,ACORN,16,32,16,50,100,0.2192,15625.7,51.12,144.29,152.88,154.58,64.00,73,40,2857,7393,10252,497,9754,0,40,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,A_std_standard,std,STANDARD,16,1,32,100,100,0.2918,3794.3,267.83,282.29,293.17,295.62,263.55,1503,1503,1503,0,1503,0,0,109,29,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,B_std_acorn1,std,ACORN,16,1,32,100,100,0.0698,8689.3,113.83,134.79,159.17,185.54,115.08,82,45,1182,31517,32701,1502,31198,0,45,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large24_standard,large,STANDARD,24,1,48,100,100,0.3305,3378.1,299.17,317.29,375.33,379.83,296.02,1730,1730,1730,0,1730,0,0,107,33,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large24_acorn1,large,ACORN,24,1,48,100,100,0.1246,3422.2,189.96,581.29,662.29,712.83,292.21,141,78,2183,76939,79124,3385,75738,0,63,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large48_standard,large,STANDARD,48,1,96,100,100,0.3616,3126.6,324.62,340.79,346.71,353.79,319.83,1932,1932,1932,0,1932,0,0,106,36,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large48_acorn1,large,ACORN,48,1,96,100,100,0.6848,1332.0,754.62,935.62,1027.62,1083.17,750.76,228,162,4262,206163,210426,8234,202191,0,95,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g4,acorn,ACORN,16,4,16,100,100,0.0199,40279.3,25.75,29.38,38.25,39.04,24.83,32,27,965,4996,5962,312,5649,0,27,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g8,acorn,ACORN,16,8,16,100,100,0.0255,27921.9,35.67,36.92,38.54,42.54,35.81,46,38,1410,7624,9036,450,8585,0,38,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g16,acorn,ACORN,16,16,16,100,100,0.1913,16607.5,44.50,122.96,151.54,159.62,60.21,65,48,2211,8789,11001,559,10442,0,45,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g32,acorn,ACORN,16,32,16,100,100,0.2260,13454.3,51.67,191.42,247.04,247.04,74.33,78,46,3031,8795,11828,585,11243,0,45,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,A_std_standard,std,STANDARD,16,1,32,250,100,0.3759,2288.1,442.62,470.42,474.17,479.50,437.04,1924,1924,1924,0,1924,0,0,259,37,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,B_std_acorn1,std,ACORN,16,1,32,250,100,0.0698,8691.6,113.54,134.21,156.54,185.50,115.05,82,45,1182,31517,32701,1502,31198,0,45,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large24_standard,large,STANDARD,24,1,48,250,100,0.3965,2214.1,455.54,484.58,538.75,542.21,451.65,2038,2038,2038,0,2038,0,0,257,39,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large24_acorn1,large,ACORN,24,1,48,250,100,0.1492,2035.8,189.25,1246.00,1393.17,1475.62,491.22,188,125,3734,132518,136254,5826,130428,0,63,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,D_large48_standard,large,STANDARD,48,1,96,250,100,0.4046,2178.0,464.46,489.75,500.29,508.75,459.15,2136,2136,2136,0,2136,0,0,255,40,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,E_large48_acorn1,large,ACORN,48,1,96,250,100,0.7653,560.2,1817.12,2236.17,3026.88,3110.08,1784.98,430,364,10399,505587,515988,20101,495886,0,95,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.0200,0.0200,2000,C_acorn_g4,acorn,ACORN,16,4,16,250,100,0.0199,40217.2,25.71,29.75,38.00,39.42,24.86,32,27,965,4996,5962,312,5649,0,27,35004.5,18532104,24.2,40
